word,count,frequency_rank,train_count,standard_frequency_rank
不管怎么,2,1009,2,1009
不肯,2,1010,2,1010
不见,2,1011,2,1011
不起眼,2,1012,2,1012
不错,2,1013,2,1013
丑陋,2,1014,2,1014
专家,2,1015,2,1015
世界各地,2,1016,2,1016
世间,2,1017,2,1017
丛林,2,1018,2,1018
丢,2,1019,2,1019
丢下,2,1020,2,1020
丢开,2,1021,2,1021
两三声,2,1022,2,1022
两回,2,1023,2,1023
两百次,2,1024,2,1024
两码事,2,1025,2,1025
严重,2,1026,2,1026
个人,2,1027,2,1027
中午,2,1028,2,1028
临别,2,1029,2,1029
临近,2,1030,2,1030
丸,2,1031,2,1031
主意,2,1032,2,1032
之,2,1033,2,1033
之中,2,1034,2,1034
乐曲,2,1035,2,1035
乐趣,2,1036,2,1036
乖乖,2,1037,2,1037
九十万,2,1038,2,1038
也许,2,1039,2,1039
书上,2,1040,2,1040
书房,2,1041,2,1041
乱蓬蓬,2,1042,2,1042
事物,2,1043,2,1043
二十二年,2,1044,2,1044
二十八,2,1045,2,1045
二十六,2,1046,2,1046
二十米,2,1047,2,1047
二千五百,2,1048,2,1048
五一,2,1049,2,1049
五分钟,2,1050,2,1050
五加,2,1051,2,1051
五十四个,2,1052,2,1052
五千,2,1053,2,1053
亚利桑那,2,1054,2,1054
交道,2,1055,2,1055
享受,2,1056,2,1056
亮光,2,1057,2,1057
亮相,2,1058,2,1058
人人,2,1059,2,1059
人声,2,1060,2,1060
人影,2,1061,2,1061
人群,2,1062,2,1062
亿颗,2,1063,2,1063
介绍,2,1064,2,1064
从不,2,1065,2,1065
从前,2,1066,2,1066
从来,2,1067,2,1067
从此,2,1068,2,1068
仔细,2,1069,2,1069
件,2,1070,2,1070
份,2,1071,2,1071
伟大,2,1072,2,1072
传说,2,1073,2,1073
伤害,2,1074,2,1074
伸手,2,1075,2,1075
伺候,2,1076,2,1076
似乎,2,1077,2,1077
低头,2,1078,2,1078
体面,2,1079,2,1079
作为,2,1080,2,1080
依,2,1081,2,1081
俄罗斯,2,1082,2,1082
俏,2,1083,2,1083
保全,2,1084,2,1084
保存,2,1085,2,1085
信手,2,1086,2,1086
俯身,2,1087,2,1087
倒下,2,1088,2,1088
倒水,2,1089,2,1089
倘若,2,1090,2,1090
假期,2,1091,2,1091
做到,2,1092,2,1092
停下,2,1093,2,1093
停下来,2,1094,2,1094
傍晚,2,1095,2,1095
允许,2,1096,2,1096
兄弟,2,1097,2,1097
充满,2,1098,2,1098
光,2,1099,2,1099
