word,count,frequency_rank,train_count,standard_frequency_rank
demanderez,1,1159,1,1159
demandez,1,1160,1,1160
demandé,1,1161,1,1161
demeura,1,1162,1,1162
dernières,1,1163,1,1163
derrière,1,1164,1,1164
dessinai,1,1165,1,1165
dessinée,1,1166,1,1166
devenir,1,1167,1,1167
devenu,1,1168,1,1168
devina,1,1169,1,1169
devinai,1,1170,1,1170
deviner,1,1171,1,1171
devoir,1,1172,1,1172
diamant,1,1173,1,1173
dictateur,1,1174,1,1174
dieu,1,1175,1,1175
différent,1,1176,1,1176
différentes,1,1177,1,1177
digestion,1,1178,1,1178
digérait,1,1179,1,1179
diras,1,1180,1,1180
discipline,1,1181,1,1181
discret,1,1182,1,1182
disent,1,1183,1,1183
distingue,1,1184,1,1184
distraction,1,1185,1,1185
distrait,1,1186,1,1186
doigts,1,1187,1,1187
doivent,1,1188,1,1188
donnais,1,1189,1,1189
donnant,1,1190,1,1190
donnent,1,1191,1,1191
donnerai,1,1192,1,1192
dort,1,1193,1,1193
dorées,1,1194,1,1194
dorés,1,1195,1,1195
douté,1,1196,1,1196
dressé,1,1197,1,1197
dune,1,1198,1,1198
dur,1,1199,1,1199
dura,1,1200,1,1200
durait,1,1201,1,1201
durent,1,1202,1,1202
durera,1,1203,1,1203
duré,1,1204,1,1204
débarrasser,1,1205,1,1205
décoiffée,1,1206,1,1206
déconcerté,1,1207,1,1207
découragea,1,1208,1,1208
découverte,1,1209,1,1209
découvre,1,1210,1,1210
découvrir,1,1211,1,1211
découvris,1,1212,1,1212
découvrit,1,1213,1,1213
décrire,1,1214,1,1214
défait,1,1215,1,1215
définitivement,1,1216,1,1216
démontage,1,1217,1,1217
dépendra,1,1218,1,1218
dépenser,1,1219,1,1219
dérangea,1,1220,1,1220
dérangeaient,1,1221,1,1221
dérangé,1,1222,1,1222
désigna,1,1223,1,1223
désirais,1,1224,1,1224
désire,1,1225,1,1225
désobéir,1,1226,1,1226
désobéissance,1,1227,1,1227
détail,1,1228,1,1228
détenu,1,1229,1,1229
dévisser,1,1230,1,1230
efforçai,1,1231,1,1231
eh,1,1232,1,1232
embellit,1,1233,1,1233
emportait,1,1234,1,1234
empêcher,1,1235,1,1235
enchantait,1,1236,1,1236
encombrant,1,1237,1,1237
encombre,1,1238,1,1238
encombrée,1,1239,1,1239
endormait,1,1240,1,1240
endort,1,1241,1,1241
endroits,1,1242,1,1242
enferma,1,1243,1,1243
enfonça,1,1244,1,1244
enfoui,1,1245,1,1245
enfournent,1,1246,1,1246
enfuir,1,1247,1,1247
enhardit,1,1248,1,1248
enjambées,1,1249,1,1249
ennuis,1,1250,1,1250
ennuyait,1,1251,1,1251
ennuyeux,1,1252,1,1252
enrhumée,1,1253,1,1253
ensemble,1,1254,1,1254
ensuite,1,1255,1,1255
entend,1,1256,1,1256
entendais,1,1257,1,1257
entendent,1,1258,1,1258
entendis,1,1259,1,1259
entendit,1,1260,1,1260
entière,1,1261,1,1261
entoura,1,1262,1,1262
entre,1,1263,1,1263
entrer,1,1264,1,1264
entrevis,1,1265,1,1265
entrouvertes,1,1266,1,1266
envers,1,1267,1,1267
erreurs,1,1268,1,1268
espoir,1,1269,1,1269
espérance,1,1270,1,1270
essaie,1,1271,1,1271
essaierai,1,1272,1,1272
essayé,1,1273,1,1273
essentiel,1,1274,1,1274
essentiellement,1,1275,1,1275
européenne,1,1276,1,1276
exception,1,1277,1,1277
exemplaire,1,1278,1,1278
exigerai,1,1279,1,1279
existé,1,1280,1,1280
experts,1,1281,1,1281
expliquer,1,1282,1,1282
expérience,1,1283,1,1283
extraordinaires,1,1284,1,1284
extrêmement,1,1285,1,1285
exécutait,1,1286,1,1286
exécutent,1,1287,1,1287
eûmes,1,1288,1,1288
fabriquent,1,1289,1,1289
fabriquer,1,1290,1,1290
facile,1,1291,1,1291
faible,1,1292,1,1292
faibles,1,1293,1,1293
faille,1,1294,1,1294
fainéants,1,1295,1,1295
faisaient,1,1296,1,1296
faisais,1,1297,1,1297
familiers,1,1298,1,1298
fantaisie,1,1299,1,1299
fatigant,1,1300,1,1300
fatigua,1,1301,1,1301
faudra,1,1302,1,1302
faudrait,1,1303,1,1303
faufila,1,1304,1,1304
fauve,1,1305,1,1305
fenêtre,1,1306,1,1306
fenêtres,1,1307,1,1307
ferai,1,1308,1,1308
ferait,1,1309,1,1309
fermement,1,1310,1,1310
feuille,1,1311,1,1311
feux,1,1312,1,1312
fidélité,1,1313,1,1313
finissait,1,1314,1,1314
fièvre,1,1315,1,1315
flamme,1,1316,1,1316
fleuries,1,1317,1,1317
flâner,1,1318,1,1318
fond,1,1319,1,1319
fontaines,1,1320,1,1320
forcé,1,1321,1,1321
forme,1,1322,1,1322
fort,1,1323,1,1323
forêt,1,1324,1,1324
forêts,1,1325,1,1325
fou,1,1326,1,1326
foudre,1,1327,1,1327
fouillant,1,1328,1,1328
foulard,1,1329,1,1329
frais,1,1330,1,1330
francs,1,1331,1,1331
frappa,1,1332,1,1332
frappe,1,1333,1,1333
frapper,1,1334,1,1334
frappé,1,1335,1,1335
fraîche,1,1336,1,1336
fripée,1,1337,1,1337
froid,1,1338,1,1338
frotté,1,1339,1,1339
fruit,1,1340,1,1340
frères,1,1341,1,1341
frôlaient,1,1342,1,1342
fées,1,1343,1,1343
fête,1,1344,1,1344
fût,1,1345,1,1345
gagne,1,1346,1,1346
genre,1,1347,1,1347
gentiment,1,1348,1,1348
germé,1,1349,1,1349
girouette,1,1350,1,1350
glacé,1,1351,1,1351
golf,1,1352,1,1352
gonfler,1,1353,1,1353
goutte,1,1354,1,1354
gouvernement,1,1355,1,1355
gracieras,1,1356,1,1356
grandioses,1,1357,1,1357
grandir,1,1358,1,1358
grands,1,1359,1,1359
griffonnai,1,1360,1,1360
grincheux,1,1361,1,1361
grosse,1,1362,1,1362
guerre,1,1363,1,1363
guides,1,1364,1,1364
guère,1,1365,1,1365
gère,1,1366,1,1366
géraniums,1,1367,1,1367
habillait,1,1368,1,1368
habiller,1,1369,1,1369
habit,1,1370,1,1370
habitais,1,1371,1,1371
habitait,1,1372,1,1372
habite,1,1373,1,1373
habiter,1,1374,1,1374
habiterai,1,1375,1,1375
habité,1,1376,1,1376
habitées,1,1377,1,1377
habités,1,1378,1,1378
halte,1,1379,1,1379
hanneton,1,1380,1,1380
haussant,1,1381,1,1381
hausseront,1,1382,1,1382
heureusement,1,1383,1,1383
hissai,1,1384,1,1384
histoires,1,1385,1,1385
hochait,1,1386,1,1386
hui,1,1387,1,1387
huitième,1,1388,1,1388
humeur,1,1389,1,1389
humiliée,1,1390,1,1390
hâte,1,1391,1,1391
hésitant,1,1392,1,1392
hésite,1,1393,1,1393
ignore,1,1394,1,1394
illuminer,1,1395,1,1395
imaginer,1,1396,1,1396
immensité,1,1397,1,1397
immobile,1,1398,1,1398
impitoyable,1,1399,1,1399
importante,1,1400,1,1400
importants,1,1401,1,1401
imposa,1,1402,1,1402
impressionnant,1,1403,1,1403
inconvénient,1,1404,1,1404
indications,1,1405,1,1405
indiscipline,1,1406,1,1406
indulgence,1,1407,1,1407
indulgents,1,1408,1,1408
infesté,1,1409,1,1409
infliger,1,1410,1,1410
injuste,1,1411,1,1411
inoffensive,1,1412,1,1412
installai,1,1413,1,1413
installation,1,1414,1,1414
instruire,1,1415,1,1415
insuccès,1,1416,1,1416
intelligence,1,1417,1,1417
intelligent,1,1418,1,1418
interdis,1,1419,1,1419
international,1,1420,1,1420
interrogea,1,1421,1,1421
interrogeai,1,1422,1,1422
interrompue,1,1423,1,1423
intimide,1,1424,1,1424
intrigué,1,1425,1,1425
intéressent,1,1426,1,1426
intérieur,1,1427,1,1427
invisibles,1,1428,1,1428
irrita,1,1429,1,1429
irréparable,1,1430,1,1430
isolé,1,1431,1,1431
ivrogne,1,1432,1,1432
jambes,1,1433,1,1433
jardin,1,1434,1,1434
jaune,1,1435,1,1435
jaunes,1,1436,1,1436
jet,1,1437,1,1437
jeu,1,1438,1,1438
jeunes,1,1439,1,1439
jeux,1,1440,1,1440
jolie,1,1441,1,1441
jolis,1,1442,1,1442
jouer,1,1443,1,1443
joué,1,1444,1,1444
juge,1,1445,1,1445
jugeras,1,1446,1,1446
jungle,1,1447,1,1447
jupiter,1,1448,1,1448
laid,1,1449,1,1449
laissa,1,1450,1,1450
laisseront,1,1451,1,1451
lampe,1,1452,1,1452
lampes,1,1453,1,1453
lança,1,1454,1,1454
lançai,1,1455,1,1455
lassitude,1,1456,1,1456
lendemain,1,1457,1,1457
leçon,1,1458,1,1458
lieu,1,1459,1,1459
lise,1,1460,1,1460
ll,1,1461,1,1461
loger,1,1462,1,1462
longues,1,1463,1,1463
lorsqu,1,1464,1,1464
louanges,1,1465,1,1465
lucide,1,1466,1,1466
lueur,1,1467,1,1467
lugubre,1,1468,1,1468
lumières,1,1469,1,1469
lâché,1,1470,1,1470
légende,1,1471,1,1471
léger,1,1472,1,1472
légère,1,1473,1,1473
majestueusement,1,1474,1,1474
majestueux,1,1475,1,1475
majesté,1,1476,1,1476
malade,1,1477,1,1477
maladroit,1,1478,1,1478
malgré,1,1479,1,1479
malheureux,1,1480,1,1480
malheurs,1,1481,1,1481
mangeassent,1,1482,1,1482
manquait,1,1483,1,1483
manque,1,1484,1,1484
manqué,1,1485,1,1485
marchait,1,1486,1,1486
marchant,1,1487,1,1487
marcherais,1,1488,1,1488
marcheras,1,1489,1,1489
marché,1,1490,1,1490
margelle,1,1491,1,1491
mars,1,1492,1,1492
mauvais,1,1493,1,1493
meilleur,1,1494,1,1494
mensonge,1,1495,1,1495
messe,1,1496,1,1496
mesure,1,1497,1,1497
mettais,1,1498,1,1498
mettrez,1,1499,1,1499
midi,1,1500,1,1500
miennes,1,1501,1,1501
migration,1,1502,1,1502
minuit,1,1503,1,1503
minuscule,1,1504,1,1504
miraculeuse,1,1505,1,1505
mit,1,1506,1,1506
modeste,1,1507,1,1507
modèle,1,1508,1,1508
mondes,1,1509,1,1509
monotonie,1,1510,1,1510
montrait,1,1511,1,1511
montre,1,1512,1,1512
montré,1,1513,1,1513
montrée,1,1514,1,1514
moquais,1,1515,1,1515
moquons,1,1516,1,1516
moraliste,1,1517,1,1517
morde,1,1518,1,1518
mordre,1,1519,1,1519
morsure,1,1520,1,1520
mouches,1,1521,1,1521
mouchoir,1,1522,1,1522
mouillé,1,1523,1,1523
moyen,1,1524,1,1524
mystérieuse,1,1525,1,1525
mâcher,1,1526,1,1526
mèches,1,1527,1,1527
mètres,1,1528,1,1528
mécanicien,1,1529,1,1529
méchanceté,1,1530,1,1530
méchant,1,1531,1,1531
méditatif,1,1532,1,1532
médité,1,1533,1,1533
mélanges,1,1534,1,1534
mémoire,1,1535,1,1535
méprisé,1,1536,1,1536
métal,1,1537,1,1537
mêmes,1,1538,1,1538
mîmes,1,1539,1,1539
naufragé,1,1540,1,1540
naître,1,1541,1,1541
naïf,1,1542,1,1542
naïve,1,1543,1,1543
naïvement,1,1544,1,1544
naïves,1,1545,1,1545
neige,1,1546,1,1546
noirs,1,1547,1,1547
nom,1,1548,1,1548
nombre,1,1549,1,1549
nombreux,1,1550,1,1550
noms,1,1551,1,1551
nos,1,1552,1,1552
notre,1,1553,1,1553
nuits,1,1554,1,1554
nulle,1,1555,1,1555
numéros,1,1556,1,1556
négligé,1,1557,1,1557
objecté,1,1558,1,1558
objet,1,1559,1,1559
obéi,1,1560,1,1560
obéie,1,1561,1,1561
obéissait,1,1562,1,1562
obéissance,1,1563,1,1563
océan,1,1564,1,1564
oeuvre,1,1565,1,1565
oiseaux,1,1566,1,1566
ombrageuse,1,1567,1,1567
onze,1,1568,1,1568
opinion,1,1569,1,1569
ordonner,1,1570,1,1570
ordonnes,1,1571,1,1571
ordonnez,1,1572,1,1572
orgueil,1,1573,1,1573
orgueilleuse,1,1574,1,1574
origine,1,1575,1,1575
ornées,1,1576,1,1576
osais,1,1577,1,1577
osait,1,1578,1,1578
ose,1,1579,1,1579
oubliait,1,1580,1,1580
oubliez,1,1581,1,1581
ouf,1,1582,1,1582
outils,1,1583,1,1583
ouvert,1,1584,1,1584
ouvriras,1,1585,1,1585
ouvrit,1,1586,1,1586
paix,1,1587,1,1587
pan,1,1588,1,1588
papillon,1,1589,1,1589
paraisse,1,1590,1,1590
paraît,1,1591,1,1591
pardonner,1,1592,1,1592
pardonnez,1,1593,1,1593
parfois,1,1594,1,1594
parlait,1,1595,1,1595
parlant,1,1596,1,1596
parlez,1,1597,1,1597
parliez,1,1598,1,1598
parlons,1,1599,1,1599
partout,1,1600,1,1600
parurent,1,1601,1,1601
parut,1,1602,1,1602
parvenait,1,1603,1,1603
parviennent,1,1604,1,1604
parvins,1,1605,1,1605
passagers,1,1606,1,1606
passait,1,1607,1,1607
passé,1,1608,1,1608
patience,1,1609,1,1609
pauvres,1,1610,1,1610
pays,1,1611,1,1611
peiner,1,1612,1,1612
penché,1,1613,1,1613
pendantes,1,1614,1,1614
pensa,1,1615,1,1615
penser,1,1616,1,1616
pensé,1,1617,1,1617
pensée,1,1618,1,1618
perdra,1,1619,1,1619
perfectionnées,1,1620,1,1620
perfore,1,1621,1,1621
perplexe,1,1622,1,1622
pied,1,1623,1,1623
pieds,1,1624,1,1624
pierre,1,1625,1,1625
pierres,1,1626,1,1626
piloter,1,1627,1,1627
pilules,1,1628,1,1628
piquet,1,1629,1,1629
pire,1,1630,1,1630
placer,1,1631,1,1631
plaignait,1,1632,1,1632
plein,1,1633,1,1633
pleines,1,1634,1,1634
pleurait,1,1635,1,1635
plis,1,1636,1,1636
plutôt,1,1637,1,1637
politique,1,1638,1,1638
ponctuellement,1,1639,1,1639
population,1,1640,1,1640
porter,1,1641,1,1641
portrait,1,1642,1,1642
portraits,1,1643,1,1643
portée,1,1644,1,1644
posa,1,1645,1,1645
posait,1,1646,1,1646
possible,1,1647,1,1647
possèdent,1,1648,1,1648
possèdes,1,1649,1,1649
pourpre,1,1650,1,1650
pourra,1,1651,1,1651
pourras,1,1652,1,1652
poursuivait,1,1653,1,1653
poursuivis,1,1654,1,1654
poursuivit,1,1655,1,1655
pourtant,1,1656,1,1656
pousse,1,1657,1,1657
pousser,1,1658,1,1658
pousses,1,1659,1,1659
pouvaient,1,1660,1,1660
poétique,1,1661,1,1661
prend,1,1662,1,1662
prendre,1,1663,1,1663
presser,1,1664,1,1664
problèmes,1,1665,1,1665
profita,1,1666,1,1666
proie,1,1667,1,1667
projets,1,1668,1,1668
promenais,1,1669,1,1669
prononcés,1,1670,1,1670
proposition,1,1671,1,1671
provision,1,1672,1,1672
préambule,1,1673,1,1673
précis,1,1674,1,1674
précision,1,1675,1,1675
précédents,1,1676,1,1676
préfère,1,1677,1,1677
prépara,1,1678,1,1678
préparai,1,1679,1,1679
préparatifs,1,1680,1,1680
prêt,1,1681,1,1681
puisse,1,1682,1,1682
puissent,1,1683,1,1683
pure,1,1684,1,1684
père,1,1685,1,1685
pèse,1,1686,1,1686
quant,1,1687,1,1687
quelques,1,1688,1,1688
quels,1,1689,1,1689
questionnent,1,1690,1,1690
racines,1,1691,1,1691
racontait,1,1692,1,1692
raconter,1,1693,1,1693
radeau,1,1694,1,1694
radis,1,1695,1,1695
raison,1,1696,1,1696
raisonne,1,1697,1,1697
raisonnement,1,1698,1,1698
raisons,1,1699,1,1699
ramena,1,1700,1,1700
ramoner,1,1701,1,1701
ramonés,1,1702,1,1702
rancune,1,1703,1,1703
rang,1,1704,1,1704
rapide,1,1705,1,1705
rapides,1,1706,1,1706
rappela,1,1707,1,1707
rappelai,1,1708,1,1708
rappelles,1,1709,1,1709
rassura,1,1710,1,1710
rassurent,1,1711,1,1711
rassuré,1,1712,1,1712
ravissante,1,1713,1,1713
recevais,1,1714,1,1714
recevoir,1,1715,1,1715
recompte,1,1716,1,1716
redescendre,1,1717,1,1717
redevint,1,1718,1,1718
refit,1,1719,1,1719
refusé,1,1720,1,1720
regard,1,1721,1,1721
regarde,1,1722,1,1722
regarderai,1,1723,1,1723
regardez,1,1724,1,1724
regret,1,1725,1,1725
releva,1,1726,1,1726
remarquer,1,1727,1,1727
remarqué,1,1728,1,1728
remis,1,1729,1,1729
remords,1,1730,1,1730
rencontrais,1,1731,1,1731
rencontre,1,1732,1,1732
rendez,1,1733,1,1733
rendra,1,1734,1,1734
rendre,1,1735,1,1735
renoncé,1,1736,1,1736
renonçait,1,1737,1,1737
rentre,1,1738,1,1738
rentrer,1,1739,1,1739
repondit,1,1740,1,1740
repos,1,1741,1,1741
repose,1,1742,1,1742
reproches,1,1743,1,1743
respectueusement,1,1744,1,1744
respectée,1,1745,1,1745
respirais,1,1746,1,1746
respirer,1,1747,1,1747
respiré,1,1748,1,1748
ressemblants,1,1749,1,1749
ressemble,1,1750,1,1750
resta,1,1751,1,1751
restait,1,1752,1,1752
rester,1,1753,1,1753
retenir,1,1754,1,1754
retournais,1,1755,1,1755
retrouvé,1,1756,1,1756
revenir,1,1757,1,1757
revenu,1,1758,1,1758
reviens,1,1759,1,1759
revins,1,1760,1,1760
revoir,1,1761,1,1761
revolver,1,1762,1,1762
revu,1,1763,1,1763
reçu,1,1764,1,1764
rhumatisme,1,1765,1,1765
rhume,1,1766,1,1766
ri,1,1767,1,1767
riaient,1,1768,1,1768
riait,1,1769,1,1769
riant,1,1770,1,1770
ridicule,1,1771,1,1771
rient,1,1772,1,1772
riposta,1,1773,1,1773
rirai,1,1774,1,1774
risque,1,1775,1,1775
risques,1,1776,1,1776
rond,1,1777,1,1777
ronds,1,1778,1,1778
rosier,1,1779,1,1779
rosiers,1,1780,1,1780
rouge,1,1781,1,1781
rouges,1,1782,1,1782
rougissant,1,1783,1,1783
rouillée,1,1784,1,1784
royaume,1,1785,1,1785
ruine,1,1786,1,1786
ruses,1,1787,1,1787
règnent,1,1788,1,1788
réchauffait,1,1789,1,1789
réfléchi,1,1790,1,1790
régions,1,1791,1,1791
régner,1,1792,1,1792
régnez,1,1793,1,1793
réjouir,1,1794,1,1794
répandait,1,1795,1,1795
réparation,1,1796,1,1796
réparé,1,1797,1,1797
réputation,1,1798,1,1798
répète,1,1799,1,1799
réserve,1,1800,1,1800
résiste,1,1801,1,1801
réveille,1,1802,1,1802
réveiller,1,1803,1,1803
réveillons,1,1804,1,1804
réveillé,1,1805,1,1805
révolution,1,1806,1,1806
rêver,1,1807,1,1807
rêverie,1,1808,1,1808
sage,1,1809,1,1809
sagesse,1,1810,1,1810
sahara,1,1811,1,1811
sanglots,1,1812,1,1812
satisfait,1,1813,1,1813
sauter,1,1814,1,1814
sauté,1,1815,1,1815
sauvages,1,1816,1,1816
savait,1,1817,1,1817
savants,1,1818,1,1818
science,1,1819,1,1819
secondes,1,1820,1,1820
secouait,1,1821,1,1821
secourir,1,1822,1,1822
semaines,1,1823,1,1823
semble,1,1824,1,1824
semblât,1,1825,1,1825
sens,1,1826,1,1826
sentis,1,1827,1,1827
serai,1,1828,1,1828
serais,1,1829,1,1829
serrais,1,1830,1,1830
servira,1,1831,1,1831
seule,1,1832,1,1832
seules,1,1833,1,1833
seuls,1,1834,1,1834
simplicité,1,1835,1,1835
simplifié,1,1836,1,1836
sinon,1,1837,1,1837
siégeait,1,1838,1,1838
soient,1,1839,1,1839
soin,1,1840,1,1840
sois,1,1841,1,1841
soit,1,1842,1,1842
soixante,1,1843,1,1843
sol,1,1844,1,1844
solliciter,1,1845,1,1845
sommes,1,1846,1,1846
songé,1,1847,1,1847
sortant,1,1848,1,1848
sorte,1,1849,1,1849
sorti,1,1850,1,1850
sortir,1,1851,1,1851
sortirait,1,1852,1,1852
sot,1,1853,1,1853
sotte,1,1854,1,1854
soudain,1,1855,1,1855
souffrir,1,1856,1,1856
soulevai,1,1857,1,1857
sourires,1,1858,1,1858
souvenais,1,1859,1,1859
souvenir,1,1860,1,1860
souviens,1,1861,1,1861
souvint,1,1862,1,1862
stylographe,1,1863,1,1863
suffira,1,1864,1,1864
suffirait,1,1865,1,1865
suffisait,1,1866,1,1866
suivante,1,1867,1,1867
sujets,1,1868,1,1868
supportais,1,1869,1,1869
supporte,1,1870,1,1870
surprendre,1,1871,1,1871
surprise,1,1872,1,1872
surveille,1,1873,1,1873
surveillé,1,1874,1,1874
sérieuse,1,1875,1,1875
taille,1,1876,1,1876
taisent,1,1877,1,1877
tandis,1,1878,1,1878
tel,1,1879,1,1879
tempes,1,1880,1,1880
tenaient,1,1881,1,1881
tenait,1,1882,1,1882
tendresse,1,1883,1,1883
tenir,1,1884,1,1884
tentatives,1,1885,1,1885
terminé,1,1886,1,1886
terrible,1,1887,1,1887
tiennes,1,1888,1,1888
tiens,1,1889,1,1889
tirant,1,1890,1,1890
tiroir,1,1891,1,1891
tiré,1,1892,1,1892
toit,1,1893,1,1893
tolère,1,1894,1,1894
tolérait,1,1895,1,1895
tombée,1,1896,1,1896
toucha,1,1897,1,1897
tourmenta,1,1898,1,1898
tourmenté,1,1899,1,1899
tournent,1,1900,1,1900
tourné,1,1901,1,1901
toussa,1,1902,1,1902
toussé,1,1903,1,1903
toux,1,1904,1,1904
trace,1,1905,1,1905
tracer,1,1906,1,1906
tragédie,1,1907,1,1907
traiteront,1,1908,1,1908
travailler,1,1909,1,1909
travaux,1,1910,1,1910
travers,1,1911,1,1911
traîne,1,1912,1,1912
tremblaient,1,1913,1,1913
tremblait,1,1914,1,1914
trembler,1,1915,1,1915
trompe,1,1916,1,1916
tromperai,1,1917,1,1917
trous,1,1918,1,1918
trouvais,1,1919,1,1919
trouvait,1,1920,1,1920
trouvera,1,1921,1,1921
trône,1,1922,1,1922
tus,1,1923,1,1923
tut,1,1924,1,1924
tâtonne,1,1925,1,1925
unique,1,1926,1,1926
univers,1,1927,1,1927
universel,1,1928,1,1928
urgence,1,1929,1,1929
valait,1,1930,1,1930
vanité,1,1931,1,1931
vas,1,1932,1,1932
venais,1,1933,1,1933
vends,1,1934,1,1934
venue,1,1935,1,1935
verrez,1,1936,1,1936
verseront,1,1937,1,1937
verte,1,1938,1,1938
verticalement,1,1939,1,1939
vexé,1,1940,1,1940
vides,1,1941,1,1941
vieilles,1,1942,1,1942
vieillir,1,1943,1,1943
viendrait,1,1944,1,1944
vierge,1,1945,1,1945
vierges,1,1946,1,1946
vilain,1,1947,1,1947
vint,1,1948,1,1948
vis,1,1949,1,1949
visage,1,1950,1,1950
visiter,1,1951,1,1951
vivant,1,1952,1,1952
vive,1,1953,1,1953
voie,1,1954,1,1954
volais,1,1955,1,1955
volcaniques,1,1956,1,1956
vole,1,1957,1,1957
voler,1,1958,1,1958
volonté,1,1959,1,1959
volé,1,1960,1,1960
voudrais,1,1961,1,1961
vouloir,1,1962,1,1962
voyait,1,1963,1,1963
voyons,1,1964,1,1964
vues,1,1965,1,1965
vécues,1,1966,1,1966
vénus,1,1967,1,1967
véritable,1,1968,1,1968
vît,1,1969,1,1969
ébauchaient,1,1970,1,1970
ébauches,1,1971,1,1971
éclair,1,1972,1,1972
éclairait,1,1973,1,1973
éclairer,1,1974,1,1974
éclata,1,1975,1,1975
éclater,1,1976,1,1976
économie,1,1977,1,1977
économiser,1,1978,1,1978
écorces,1,1979,1,1979
écouté,1,1980,1,1980
écrient,1,1981,1,1981
écrire,1,1982,1,1982
écris,1,1983,1,1983
également,1,1984,1,1984
égarerait,1,1985,1,1985
églises,1,1986,1,1986
éloignée,1,1987,1,1987
élégant,1,1988,1,1988
émerveilla,1,1989,1,1989
émeut,1,1990,1,1990
émouvante,1,1991,1,1991
ému,1,1992,1,1992
énorme,1,1993,1,1993
épargne,1,1994,1,1994
épongea,1,1995,1,1995
époque,1,1996,1,1996
épouvantable,1,1997,1,1997
éprouvai,1,1998,1,1998
épuisait,1,1999,1,1999
états,1,2000,1,2000
éteignais,1,2001,1,2001
éteins,1,2002,1,2002
éteinte,1,2003,1,2003
éternel,1,2004,1,2004
étions,1,2005,1,2005
étiquette,1,2006,1,2006
étire,1,2007,1,2007
étonnait,1,2008,1,2008
étonnement,1,2009,1,2009
étonner,1,2010,1,2010
étonnés,1,2011,1,2011
étrange,1,2012,1,2012
étranges,1,2013,1,2013
étudié,1,2014,1,2014
évadé,1,2015,1,2015
évasion,1,2016,1,2016
évidemment,1,2017,1,2017
évidence,1,2018,1,2018
êtes,1,2019,1,2019
île,1,2020,1,2020
