word,count,frequency_rank,train_count,standard_frequency_rank
auprès,2,708,2,593
aurait,2,709,2,594
auriez,2,710,2,595
autrefois,2,711,2,596
avions,2,712,2,597
beauté,2,713,2,598
belles,2,714,1,1018
bizarres,2,715,2,599
bois,2,716,2,600
bon,2,717,2,601
bonsoir,2,718,2,602
bouger,2,719,2,603
bouteilles,2,720,2,604
bâilla,2,721,2,605
bêtes,2,722,2,606
cache,2,723,2,607
carrière,2,724,2,609
chagrin,2,725,2,611
champignon,2,726,2,612
champs,2,727,0,
changer,2,728,2,613
chant,2,729,2,614
chassent,2,730,0,
chenilles,2,731,1,1071
cherche,2,732,0,
cherches,2,733,0,
cherché,2,734,2,615
cheville,2,735,1,1074
chine,2,736,1,1075
chute,2,737,2,618
cinquième,2,738,2,619
collection,2,739,2,620
commencer,2,740,2,622
commença,2,741,2,623
compliqué,2,742,1,1090
comprends,2,743,2,624
comprennent,2,744,2,625
conditions,2,745,2,627
confia,2,746,2,628
confus,2,747,2,629
connaît,2,748,0,
conseilla,2,749,2,630
consolé,2,750,2,631
conséquent,2,751,2,632
contents,2,752,1,1116
cornes,2,753,2,633
costume,2,754,2,634
cou,2,755,2,635
couche,2,756,2,636
couleurs,2,757,2,637
courants,2,758,2,638
crains,2,759,2,639
croient,2,760,2,640
croiront,2,761,1,1143
croyais,2,762,1,1144
croyait,2,763,2,641
créer,2,764,0,
cueillir,2,765,2,642
dansaient,2,766,1,1153
demain,2,767,2,644
diras,2,768,1,1180
dirent,2,769,0,
disparition,2,770,0,
doigt,2,771,0,
donnait,2,772,2,647
donne,2,773,2,648
donnée,2,774,2,649
dormi,2,775,2,652
doute,2,776,2,654
douze,2,777,2,655
drame,2,778,2,656
décidé,2,779,2,657
découragé,2,780,2,658
découvrir,2,781,1,1211
découvrit,2,782,1,1213
décrire,2,783,1,1214
déjeuner,2,784,2,659
démonstration,2,785,2,660
désirait,2,786,2,661
détails,2,787,2,662
embaumait,2,788,2,664
endroit,2,789,2,665
enferme,2,790,2,666
enquit,2,791,2,667
enquête,2,792,0,
ensemble,2,793,1,1254
entends,2,794,2,668
entre,2,795,1,1263
envie,2,796,2,669
essayer,2,797,2,670
eus,2,798,2,671
eusse,2,799,2,672
eux,2,800,0,
exercice,2,801,2,673
exige,2,802,0,
exiger,2,803,2,674
faible,2,804,1,1292
faim,2,805,2,676
fallait,2,806,2,678
fallut,2,807,2,679
fatigué,2,808,2,680
favorables,2,809,2,681
façon,2,810,2,682
ferai,2,811,1,1308
ferait,2,812,1,1309
fermé,2,813,2,683
fidèle,2,814,2,684
flâner,2,815,1,1318
front,2,816,2,685
gagne,2,817,1,1346
genou,2,818,0,
gens,2,819,2,687
gentil,2,820,2,688
geste,2,821,2,689
graine,2,822,2,690
grammaire,2,823,2,691
grave,2,824,2,692
gronda,2,825,0,
grosse,2,826,1,1362
